DrugID,UniprotID,Scores
DB00942,P11413,0.946674464
DB00419,P60568,0.946674464
DB01607,P07327,0.946674464
DB00816,Q9NR82,0.946674464
DB03754,P78348,0.946674464
DB01607,P19320,0.946674464
DB00600,O75762,0.946674464
DB00235,P41594,0.946674464
DB00828,P21589,0.946674464
DB00427,P11413,0.946674464
DB00828,Q9UBN7,0.946674464
DB01070,Q16647,0.946674464
DB06821,P51649,0.946674464
DB00251,P23560,0.946579801
DB01246,O60391,0.946579801
DB00154,K9N7C7,0.946485148
DB01082,P51692,0.946485148
DB01202,P23297,0.946485148
DB00748,Q16873,0.946485148
DB00452,O94804,0.946485148
DB00892,P9WPS1,0.946485148
DB01082,P41972,0.946485148
DB00867,P78559,0.946485148
DB00621,A0A068JFB7,0.946485148
DB09488,P23469,0.946485148
DB01400,P9WPS1,0.946485148
DB00748,P10620,0.946485148
DB04865,Q9P2K8,0.946485148
DB00782,P38606,0.946485148
DB13158,Q9NR33,0.946485148
DB01157,P42338,0.946485148
DB00452,Q12851,0.946485148
DB00979,O90777,0.946485148
DB01301,Q15825,0.946485148
DB01082,P53848,0.946485148
DB01082,Q9P0L2,0.946485148
DB01400,O90777,0.946485148
DB00868,O90777,0.946485148
DB12532,P54802,0.946485148
DB01299,P23297,0.946485148
DB00389,P01350,0.946485148
DB06780,P0ADY7,0.946485148
DB09082,P78559,0.946485148
DB06780,K9N7C7,0.946485148
DB08819,P80511,0.946485148
DB00991,P9WPS1,0.946485148
DB01599,Q63HM9,0.946485148
DB00452,Q16513,0.946485148
DB00760,P14410,0.946485148
DB01426,Q6DT37,0.946485148
DB11323,P9WPS1,0.946485148
DB01626,P54710,0.946485148
DB01063,A0A068JFB7,0.946485148
DB00261,P78527,0.946485148
DB00452,Q86YN6,0.946485148
DB04876,P0A7J6,0.946485148
DB00551,P26447,0.946485148
DB00452,P41972,0.946485148
DB01419,P9WPS1,0.946485148
DB11327,P0ABQ4,0.946485148
DB04890,Q04206,0.946485148
DB00670,P23469,0.946485148
DB01063,P0ADY7,0.946485148
DB01247,P54710,0.946485148
DB01157,Q9UL54,0.946485148
DB01600,P9WPS1,0.946485148
DB04865,Q15746,0.946485148
DB00419,O60218,0.946485148
DB05246,Q63HM9,0.946485148
DB13158,P26447,0.946485148
DB05246,Q14012,0.946485148
DB01260,Q9NR33,0.946485148
DB01143,P01350,0.946485148
DB01339,P0A7J6,0.946485148
DB01301,P19320,0.946485148
DB00944,O90777,0.946485148
DB12532,O39930,0.946485148
DB01082,P08473,0.946485148
DB04865,P14410,0.946485148
DB01157,Q9H2G2,0.946485148
DB12532,Q06418,0.946485148
DB01010,P9WPS1,0.946485148
DB09488,P38606,0.946485148
DB00389,Q9NRF9,0.946485148
DB01260,P26447,0.946485148
DB00689,P78527,0.946485148
DB00339,P0A7R5,0.946485148
DB00450,P78559,0.946485148
DB11660,P0A7R5,0.946485148
DB01122,O90777,0.946485148
DB00452,Q9P0L2,0.946485148
DB11071,P9WPS1,0.946485148
DB00967,P0A7J6,0.946485148
DB01301,P48051,0.946485148
DB00621,L0LZJ6,0.946485148
DB00989,O90777,0.946485148
DB08809,P08069,0.946485148
DB01082,Q16513,0.946485148
DB00876,Q3MS49,0.946485148
DB12532,A0A0H2XJ39,0.946485148
DB00868,P9WPS1,0.946485148
DB00325,P78527,0.946485148
DB12532,P11678,0.946485148
DB00450,Q13315,0.946485148
DB01130,P26447,0.946485148
DB00452,P53848,0.946485148
DB00748,Q04760,0.946485148
DB00221,P78559,0.946485148
DB12532,P13639,0.946485148
DB06780,F5HGI9,0.946485148
DB01082,Q86YN6,0.946485148
DB01082,O94804,0.946485148
DB00551,P78527,0.946485148
DB00782,Q13332,0.946485148
DB00389,Q9NR33,0.946485148
DB01157,O95382,0.946485148
DB01426,O75385,0.946485148
DB01301,P07327,0.946485148
DB12532,P07332,0.946485148
DB05246,Q49184,0.946485148
DB00944,P9WPS1,0.946485148
DB01116,P9WPS1,0.946485148
DB01291,P78559,0.946485148
DB00979,P9WPS1,0.946485148
DB00183,O90777,0.946485148
DB00733,O90777,0.946485148
DB01599,Q00535,0.946485148
DB00760,Q9UQD0,0.946485148
DB00452,P08473,0.946485148
DB00748,P28161,0.946485148
DB00670,Q13332,0.946485148
DB01130,Q9NR33,0.946485148
DB00389,Q86V67,0.946485148
DB01399,P9WPS1,0.946485148
DB06781,P26447,0.946485148
DB00596,P26447,0.946485148
DB05246,P52564,0.946485148
DB00890,P23297,0.946485148
DB13155,P01350,0.946485148
DB00769,P26447,0.946485148
DB00697,P78527,0.946485148
DB01082,Q12851,0.946485148
DB01125,P69905,0.946485148
DB01063,Q9NRF9,0.946485148
DB00733,P9WPS1,0.946485148
DB01250,Q5R2K6,0.946485148
DB00892,O90777,0.946485148
DB00769,Q9NR33,0.946485148
DB06781,Q9NR33,0.946485148
DB12532,Q7KZI7,0.946485148
DB01010,O90777,0.946485148
DB14033,P11137,0.946485148
DB01599,P0C0X1,0.946485148
DB01063,L0LZJ6,0.946485148
DB00585,Q3MS49,0.946485148
DB00452,P51692,0.946485148
DB01301,Q92806,0.946485148
DB06706,P12823,0.946485148
DB00596,Q9NR33,0.946485148
DB01157,Q08828,0.946485148
DB09488,Q13332,0.946485148
DB00621,P0ADY7,0.946485148
DB09477,P00378,0.946485148
DB00670,P38606,0.946485148
DB13155,P54710,0.946485148
DB06802,P9WPS1,0.946485148
DB01599,P09525,0.946485148
DB00183,P9WPS1,0.946485148
DB00263,P11137,0.946485148
DB00760,P26676,0.946485148
DB01599,P11309,0.946485148
DB01122,P9WPS1,0.946485148
DB00782,P23469,0.946485148
DB01170,P19525,0.946485148
DB05246,Q9UIK4,0.946485148
DB00989,P9WPS1,0.946485148
DB00621,Q9NRF9,0.946485148
DB11201,P9WPS1,0.946485148
DB00341,P0A7J6,0.946485148
DB12532,P59676,0.946485148
DB01613,P0A7J6,0.946485148
DB01116,O90777,0.946485148
DB00226,P25101,0.946390504
DB01125,P05230,0.94629587
DB08809,O00555,0.94629587
DB00410,Q9Y2T6,0.94629587
DB06795,P61073,0.94629587
DB00955,P69905,0.94629587
DB04880,P05141,0.945917427
DB01091,Q16739,0.945917427
DB00504,O60391,0.945917427
DB12328,P38606,0.945917427
DB00600,P41594,0.945917427
DB00525,Q9F663,0.945917427
DB01070,P05106,0.945917427
DB00235,P23786,0.945917427
DB00423,P12235,0.945917427
DB11587,P23469,0.945917427
DB12328,P23469,0.945917427
DB00600,Q9UNP4,0.945917427
DB12789,P51168,0.945917427
DB04880,P12235,0.945917427
DB06821,P69905,0.945917427
DB00226,P21817,0.945917427
DB15694,P57059,0.945917427
DB01616,P17752,0.945917427
DB11587,P38606,0.945917427
DB15694,P53667,0.945917427
DB00828,Q96SW2,0.945917427
DB00385,Q92806,0.945917427
DB12328,Q13332,0.945917427
DB12789,P37088,0.945917427
DB00385,Q15825,0.945917427
DB12789,P19634,0.945917427
DB15694,Q8NG66,0.945917427
DB00385,P19320,0.945917427
DB11328,Q5T1J1,0.945917427
DB00385,P07327,0.945917427
DB12789,P51172,0.945917427
DB12789,P51170,0.945917427
DB00226,Q16853,0.945917427
DB12789,P19801,0.945917427
DB00941,Q13332,0.945917427
DB04880,P12236,0.945917427
DB00262,Q16602,0.945917427
DB00828,P78348,0.945917427
DB00525,P0AD64,0.945917427
DB12789,P37288,0.945917427
DB00504,P11413,0.945917427
DB01607,P61073,0.945917427
DB00941,P23469,0.945917427
DB00828,Q96RJ0,0.945917427
DB00941,P38606,0.945917427
DB00423,P05141,0.945917427
DB11587,Q13332,0.945917427
DB14783,P22001,0.945917427
DB15694,P24024,0.945917427
DB11587,Q9ULX7,0.945917427
DB00423,P12236,0.945917427
DB00479,Q08345,0.945728263
DB00235,P49327,0.945633695
DB12789,P51451,0.945633695
DB12789,P42681,0.945633695
DB12789,P51813,0.945633695
DB06751,P06818,0.945633695
DB12789,P42680,0.945633695
DB00902,P10253,0.945633695
DB00828,P54219,0.945633695
DB00235,P16233,0.945633695
DB00427,O43451,0.945633695
DB06751,P27907,0.945633695
DB01061,P69905,0.945633695
DB12789,P06213,0.945633695
DB12789,P30530,0.945633695
DB00235,P07098,0.945633695
DB00427,P10253,0.945633695
DB00902,O43451,0.945633695
DB01070,Q92206,0.945633695
DB00592,P31151,0.945539136
DB01106,P78559,0.945539136
DB00890,P26447,0.945539136
DB00928,Q15125,0.945539136
DB00525,P23416,0.945539136
DB00883,P78527,0.945539136
DB05246,P25105,0.945539136
DB00621,P0C6X7,0.945539136
DB01082,Q8IVH8,0.945539136
DB01426,O95382,0.945539136
DB12532,P30531,0.945539136
DB06698,P12823,0.945539136
DB08809,Q6DT37,0.945539136
DB01613,P04926,0.945539136
DB08809,O00750,0.945539136
DB06780,P30536,0.945539136
DB00452,Q8IVH8,0.945539136
DB06817,P0A7R5,0.945539136
DB08809,Q9Y6R4,0.945539136
DB00181,P0DTD1,0.945539136
DB12532,Q13237,0.945539136
DB00928,P49721,0.945539136
DB01157,O14976,0.945539136
DB11730,P0DTD1,0.945539136
DB01237,P12823,0.945539136
DB01382,Q3MS49,0.945539136
DB01250,Q9UKV0,0.945539136
DB01202,Q5SHN7,0.945539136
DB00890,P78527,0.945539136
DB01082,Q9UBC3,0.945539136
DB01250,O95819,0.945539136
DB00293,Q07864,0.945539136
DB12532,Q9Y2H1,0.945539136
DB00699,P9WPS1,0.945539136
DB00450,P23297,0.945539136
DB00928,Q9H169,0.945539136
DB06714,P54710,0.945539136
DB00775,Q9NR33,0.945539136
DB12532,P03952,0.945539136
DB00928,P28065,0.945539136
DB00551,P0A7R5,0.945539136
DB00452,O15146,0.945539136
DB00876,Q15878,0.945539136
DB12924,Q9NR33,0.945539136
DB00293,Q05318,0.945539136
DB00452,Q9UBC3,0.945539136
DB01426,Q56UN5,0.945539136
DB00283,P9WPS1,0.945539136
DB00810,P9WPS1,0.945539136
DB05246,P49788,0.945539136
DB01063,P0C6X7,0.945539136
DB01157,Q9UKE5,0.945539136
DB00792,P9WPS1,0.945539136
DB01005,P9WPS1,0.945539136
DB14033,Q9UQD0,0.945539136
DB01146,P12823,0.945539136
DB06410,P9WPS1,0.945539136
DB09477,P07498,0.945539136
DB12532,Q15418,0.945539136
DB00389,K9N7C7,0.945539136
DB01082,O15146,0.945539136
DB00621,K9N7C7,0.945539136
DB11730,P0C6X7,0.945539136
DB00181,P68871,0.945539136
DB01202,P01350,0.945539136
DB00389,P0DTD1,0.945539136
DB01106,P54710,0.945539136
DB01063,K9N7C7,0.945539136
DB01426,Q04912,0.945539136
DB09477,P0ABQ4,0.945539136
DB01066,P23297,0.945539136
DB01066,Q86V67,0.945539136
DB05246,Q9Y2D0,0.945539136
DB01250,O15197,0.945539136
DB00561,P78559,0.945539136
DB00293,Q15878,0.945539136
DB00263,Q9UQD0,0.945539136
DB00760,Q07864,0.945539136
DB00592,P9WPS1,0.945539136
DB11160,Q16873,0.945444587
DB01605,P05141,0.945444587
DB11160,P10620,0.945444587
DB01121,P13500,0.945444587
DB13166,P12235,0.945444587
DB00226,P05106,0.945444587
DB06718,P19801,0.945444587
DB11160,Q04760,0.945444587
DB04864,O60427,0.945444587
DB06718,P19634,0.945444587
DB13166,P12236,0.945444587
DB01605,P12236,0.945444587
DB01605,P12235,0.945444587
DB13166,P05141,0.945444587
DB00419,Q9NYX4,0.945444587
DB11160,P28161,0.945444587
DB06766,Q16739,0.945444587
DB00479,P50135,0.945350047
DB00262,P06213,0.945255517
DB01170,Q04206,0.945255517
DB00735,Q15825,0.945255517
DB00262,P51451,0.945255517
DB13520,P69905,0.945255517
DB00192,Q15825,0.945255517
DB01070,P12004,0.945255517
DB09220,O75762,0.945255517
DB11587,Q9NR82,0.945255517
DB03085,Q9Y6Y9,0.945255517
DB06718,Q8TDS4,0.945255517
DB00262,P42681,0.945255517
DB00735,P19320,0.945255517
DB00600,P23786,0.945255517
DB00262,P42680,0.945255517
DB00192,Q92806,0.945255517
DB01438,P21980,0.945255517
DB00262,P30530,0.945255517
DB00262,P51813,0.945255517
DB00226,P41594,0.945255517
DB00192,P07327,0.945255517
DB09041,Q16739,0.945255517
DB03754,P68371,0.945255517
DB00235,Q04206,0.945255517
DB03754,Q9NYK1,0.945255517
DB00735,P48051,0.945255517
DB00735,P07327,0.945255517
DB03754,P83223,0.945255517
DB00735,Q92806,0.945255517
DB00192,P19320,0.945255517
DB09220,Q7Z2W7,0.945255517
DB01605,P22001,0.945066484
DB01070,Q13464,0.945066484
DB01084,P61073,0.945066484
DB01421,P05106,0.945066484
